replicate,model,model_label,n_train,n_test,best_c,best_weight,roc_auc,f1,accuracy,precision,recall,brier,ece
21,orig_quality_hr,Original: Quality + HR,372,156,1.0,balanced,0.9091293322062552,0.8702290076335878,0.8910256410256411,0.8636363636363636,0.8769230769230769,0.09527996354098331,0.03944361597663103
21,orig_sleep_pa,Original: Sleep + PA,372,156,1.0,balanced,0.9039729501267963,0.8702290076335878,0.8910256410256411,0.8636363636363636,0.8769230769230769,0.09680905048106367,0.06049607783417617
21,orig_sleep_hr,Original: Sleep + HR,372,156,0.1,balanced,0.9185122569737953,0.8702290076335878,0.8910256410256411,0.8636363636363636,0.8769230769230769,0.09320201117401512,0.03952957303354973
21,orig_quality_pa,Original: Quality + PA,372,156,0.1,balanced,0.8966187658495351,0.8702290076335878,0.8910256410256411,0.8636363636363636,0.8769230769230769,0.09486905241943044,0.05155410303248066
21,compressed,Compressed Derived,372,156,1.0,balanced,0.9028740490278951,0.8702290076335878,0.8910256410256411,0.8636363636363636,0.8769230769230769,0.09567686030276219,0.041408119978010985
21,enhanced,Compressed + Interaction,372,156,0.1,balanced,0.9094674556213018,0.8702290076335878,0.8910256410256411,0.8636363636363636,0.8769230769230769,0.09370460631296386,0.028061702893251817
22,orig_quality_hr,Original: Quality + HR,366,149,0.1,None,0.9788426763110308,0.9517241379310345,0.9530201342281879,0.92,0.9857142857142858,0.05052740131028181,0.10002367136143343
22,orig_sleep_pa,Original: Sleep + PA,366,149,0.1,None,0.9769439421338156,0.9370629370629371,0.9395973154362416,0.9178082191780822,0.9571428571428572,0.058904658690520036,0.10762917259957365
22,orig_sleep_hr,Original: Sleep + HR,366,149,0.1,balanced,0.9811030741410488,0.9370629370629371,0.9395973154362416,0.9178082191780822,0.9571428571428572,0.057815423800610985,0.10291284287776602
22,orig_quality_pa,Original: Quality + PA,366,149,0.1,None,0.9732368896925858,0.9517241379310345,0.9530201342281879,0.92,0.9857142857142858,0.053652816771161925,0.10399084141910542
22,compressed,Compressed Derived,366,149,0.1,balanced,0.9843580470162749,0.9517241379310345,0.9530201342281879,0.92,0.9857142857142858,0.05811033924649215,0.10816144117965752
22,enhanced,Compressed + Interaction,366,149,0.1,None,0.980379746835443,0.9370629370629371,0.9395973154362416,0.9178082191780822,0.9571428571428572,0.053103948208528005,0.09518032461101457
23,orig_quality_hr,Original: Quality + HR,349,138,0.1,balanced,0.9510433386837882,0.8865979381443299,0.9202898550724637,0.8958333333333334,0.8775510204081632,0.07348283242105852,0.051588164296071014
23,orig_sleep_pa,Original: Sleep + PA,349,138,1.0,balanced,0.9468011923870672,0.8865979381443299,0.9202898550724637,0.8958333333333334,0.8775510204081632,0.07091294307774199,0.0640188753603582
23,orig_sleep_hr,Original: Sleep + HR,349,138,0.1,balanced,0.946571887181839,0.8865979381443299,0.9202898550724637,0.8958333333333334,0.8775510204081632,0.0750383375804965,0.051690785568578826
23,orig_quality_pa,Original: Quality + PA,349,138,0.1,balanced,0.9712221967438661,0.8865979381443299,0.9202898550724637,0.8958333333333334,0.8775510204081632,0.06762134037449578,0.07254964182637857
23,compressed,Compressed Derived,349,138,10.0,balanced,0.9210043567988991,0.8775510204081632,0.9130434782608695,0.8775510204081632,0.8775510204081632,0.0790895105093239,0.07741548901646915
23,enhanced,Compressed + Interaction,349,138,0.1,None,0.9423297408851181,0.8865979381443299,0.9202898550724637,0.8958333333333334,0.8775510204081632,0.07326782147877266,0.04609494509343161
24,orig_quality_hr,Original: Quality + HR,339,167,1.0,None,0.9098062953995159,0.8222222222222222,0.9041916167664671,0.9024390243902439,0.7551020408163265,0.08561454481824438,0.05596938134397343
24,orig_sleep_pa,Original: Sleep + PA,339,167,1.0,None,0.9207886544448288,0.8387096774193549,0.9101796407185628,0.8863636363636364,0.7959183673469388,0.08323360575776642,0.07375260821651168
24,orig_sleep_hr,Original: Sleep + HR,339,167,1.0,balanced,0.9169837426496021,0.875,0.9281437125748503,0.8936170212765957,0.8571428571428571,0.07755763134998142,0.06097595490105112
24,orig_quality_pa,Original: Quality + PA,339,167,1.0,None,0.9172431684538221,0.8602150537634409,0.9221556886227545,0.9090909090909091,0.8163265306122449,0.07584550119130495,0.04558572916364396
24,compressed,Compressed Derived,339,167,1.0,None,0.9061743341404358,0.8478260869565217,0.9161676646706587,0.9069767441860465,0.7959183673469388,0.08171112587718006,0.03945032404450254
24,enhanced,Compressed + Interaction,339,167,0.1,None,0.9328087167070217,0.875,0.9281437125748503,0.8936170212765957,0.8571428571428571,0.0716260926211882,0.02912149330841504
25,orig_quality_hr,Original: Quality + HR,372,144,0.1,None,0.9372829861111112,0.9032258064516129,0.9375,0.9333333333333333,0.875,0.07049629199316369,0.039148851610503785
25,orig_sleep_pa,Original: Sleep + PA,372,144,0.1,None,0.9258897569444444,0.875,0.9166666666666666,0.875,0.875,0.078125315804223,0.05648137425749596
25,orig_sleep_hr,Original: Sleep + HR,372,144,0.1,None,0.9321831597222222,0.875,0.9166666666666666,0.875,0.875,0.07434794746001382,0.050625423696348815
25,orig_quality_pa,Original: Quality + PA,372,144,0.1,balanced,0.9331597222222222,0.875,0.9166666666666666,0.875,0.875,0.07201413886885016,0.06035160949045765
25,compressed,Compressed Derived,372,144,0.1,balanced,0.9309895833333333,0.875,0.9166666666666666,0.875,0.875,0.07530205389246425,0.06987101634804223
25,enhanced,Compressed + Interaction,372,144,0.1,None,0.931423611111111,0.875,0.9166666666666666,0.875,0.875,0.07243453787055538,0.05609113480678312
26,orig_quality_hr,Original: Quality + HR,347,147,0.1,None,0.9621212121212123,0.9197080291970803,0.9251700680272109,0.8873239436619719,0.9545454545454546,0.06355174944490995,0.04176396694135987
26,orig_sleep_pa,Original: Sleep + PA,347,147,0.1,None,0.9529554807332585,0.9197080291970803,0.9251700680272109,0.8873239436619719,0.9545454545454546,0.06609009614815324,0.03296997452498606
26,orig_sleep_hr,Original: Sleep + HR,347,147,0.1,balanced,0.9527684249906472,0.9197080291970803,0.9251700680272109,0.8873239436619719,0.9545454545454546,0.0682126322027216,0.04991553948961408
26,orig_quality_pa,Original: Quality + PA,347,147,0.1,None,0.9617471006359896,0.9197080291970803,0.9251700680272109,0.8873239436619719,0.9545454545454546,0.0629846233225777,0.04065482842909996
26,compressed,Compressed Derived,347,147,0.1,None,0.9598765432098766,0.9197080291970803,0.9251700680272109,0.8873239436619719,0.9545454545454546,0.06326509872631514,0.03793905830275228
26,enhanced,Compressed + Interaction,347,147,0.1,None,0.952020202020202,0.9197080291970803,0.9251700680272109,0.8873239436619719,0.9545454545454546,0.06516059009445375,0.03271499163034923
27,orig_quality_hr,Original: Quality + HR,395,130,0.1,None,0.9152395135269297,0.8932038834951457,0.9153846153846154,0.8846153846153846,0.9019607843137255,0.08583054373365638,0.06163882293925587
27,orig_sleep_pa,Original: Sleep + PA,395,130,0.1,None,0.9250434350955572,0.8712871287128713,0.9,0.88,0.8627450980392157,0.09222628396246862,0.06666117903423574
27,orig_sleep_hr,Original: Sleep + HR,395,130,0.1,None,0.9188384214445271,0.8712871287128713,0.9,0.88,0.8627450980392157,0.09088596731606477,0.06893372448659024
27,orig_quality_pa,Original: Quality + PA,395,130,0.1,None,0.9266567386448249,0.8712871287128713,0.9,0.88,0.8627450980392157,0.0844409487975208,0.06603018751215976
27,compressed,Compressed Derived,395,130,0.1,None,0.9182179200794242,0.8712871287128713,0.9,0.88,0.8627450980392157,0.08752189111229448,0.054529438534036426
27,enhanced,Compressed + Interaction,395,130,0.1,None,0.920451724993795,0.8712871287128713,0.9,0.88,0.8627450980392157,0.08591104769191232,0.06432748944534031
28,orig_quality_hr,Original: Quality + HR,406,145,0.1,None,0.9177190968235746,0.90625,0.9172413793103448,0.9508196721311475,0.8656716417910447,0.08167800492046026,0.04518313523051181
28,orig_sleep_pa,Original: Sleep + PA,406,145,0.1,None,0.9194412552621507,0.8888888888888888,0.903448275862069,0.9491525423728814,0.835820895522388,0.08806523242178405,0.05734058350835519
28,orig_sleep_hr,Original: Sleep + HR,406,145,0.1,None,0.914657481821661,0.8888888888888888,0.903448275862069,0.9491525423728814,0.835820895522388,0.08384675154573022,0.053788055120229425
28,orig_quality_pa,Original: Quality + PA,406,145,0.1,None,0.9221201683888252,0.90625,0.9172413793103448,0.9508196721311475,0.8656716417910447,0.08445215498095106,0.0528215988334437
28,compressed,Compressed Derived,406,145,0.1,None,0.913700727133563,0.8888888888888888,0.903448275862069,0.9491525423728814,0.835820895522388,0.08645975295657865,0.03509042927515951
28,enhanced,Compressed + Interaction,406,145,0.1,None,0.9133180252583238,0.8888888888888888,0.903448275862069,0.9491525423728814,0.835820895522388,0.08705722225393984,0.04660145077868386
29,orig_quality_hr,Original: Quality + HR,418,123,1.0,None,0.9346950517836594,0.896551724137931,0.926829268292683,0.9069767441860465,0.8863636363636364,0.05968203234221009,0.07249069600415806
29,orig_sleep_pa,Original: Sleep + PA,418,123,1.0,None,0.9300920598388953,0.896551724137931,0.926829268292683,0.9069767441860465,0.8863636363636364,0.06606163972957754,0.06347582612202367
29,orig_sleep_hr,Original: Sleep + HR,418,123,0.1,None,0.938722669735328,0.8863636363636364,0.9186991869918699,0.8863636363636364,0.8863636363636364,0.06624292118993792,0.06064395395407229
29,orig_quality_pa,Original: Quality + PA,418,123,1.0,None,0.9367088607594936,0.9176470588235294,0.943089430894309,0.9512195121951219,0.8863636363636364,0.05767453434548492,0.07944856888831961
29,compressed,Compressed Derived,418,123,0.1,None,0.94102416570771,0.8863636363636364,0.9186991869918699,0.8863636363636364,0.8863636363636364,0.06329323454001143,0.07800860403820274
29,enhanced,Compressed + Interaction,418,123,0.1,None,0.9378596087456846,0.8863636363636364,0.9186991869918699,0.8863636363636364,0.8863636363636364,0.06753983459855104,0.07595126074433696
30,orig_quality_hr,Original: Quality + HR,365,122,0.1,None,0.9310344827586207,0.8943089430894309,0.8934426229508197,0.8461538461538461,0.9482758620689655,0.08870034742002343,0.047074682631862506
30,orig_sleep_pa,Original: Sleep + PA,365,122,1.0,None,0.9286099137931035,0.8760330578512396,0.8770491803278688,0.8412698412698413,0.9137931034482759,0.09818404165951221,0.05622559571588627
30,orig_sleep_hr,Original: Sleep + HR,365,122,0.1,None,0.9331896551724137,0.8760330578512396,0.8770491803278688,0.8412698412698413,0.9137931034482759,0.09325377293773816,0.04202430353316974
30,orig_quality_pa,Original: Quality + PA,365,122,0.1,None,0.9323814655172413,0.8760330578512396,0.8770491803278688,0.8412698412698413,0.9137931034482759,0.09026455158156184,0.0400185135988365
30,compressed,Compressed Derived,365,122,0.1,None,0.9286099137931033,0.8760330578512396,0.8770491803278688,0.8412698412698413,0.9137931034482759,0.09059659558328098,0.06689017562833158
30,enhanced,Compressed + Interaction,365,122,0.1,None,0.9154094827586207,0.8760330578512396,0.8770491803278688,0.8412698412698413,0.9137931034482759,0.09608819052191016,0.06096430822535924
31,orig_quality_hr,Original: Quality + HR,350,130,1.0,None,0.8997781065088757,0.88,0.9076923076923077,0.9166666666666666,0.8461538461538461,0.1286230146406763,0.14756236172157017
31,orig_sleep_pa,Original: Sleep + PA,350,130,1.0,None,0.8962031558185405,0.8571428571428571,0.8923076923076924,0.9130434782608695,0.8076923076923077,0.13198273704462762,0.1412934157654999
31,orig_sleep_hr,Original: Sleep + HR,350,130,1.0,None,0.8952169625246549,0.88,0.9076923076923077,0.9166666666666666,0.8461538461538461,0.13424793882881061,0.15552356143695742
31,orig_quality_pa,Original: Quality + PA,350,130,1.0,None,0.8946005917159763,0.8571428571428571,0.8923076923076924,0.9130434782608695,0.8076923076923077,0.12309385003673452,0.1431842209252081
31,compressed,Compressed Derived,350,130,0.1,None,0.9175295857988165,0.8571428571428571,0.8923076923076924,0.9130434782608695,0.8076923076923077,0.12285514787700591,0.11802292330506227
31,enhanced,Compressed + Interaction,350,130,0.1,None,0.9160502958579881,0.8571428571428571,0.8923076923076924,0.9130434782608695,0.8076923076923077,0.11965076114842545,0.11564380523258135
32,orig_quality_hr,Original: Quality + HR,371,128,0.1,None,0.961764705882353,0.9016393442622951,0.90625,0.8870967741935484,0.9166666666666666,0.06446993608132284,0.061137604189947854
32,orig_sleep_pa,Original: Sleep + PA,371,128,0.1,None,0.9672794117647059,0.9016393442622951,0.90625,0.8870967741935484,0.9166666666666666,0.07000366552027243,0.06154971023607497
32,orig_sleep_hr,Original: Sleep + HR,371,128,0.1,None,0.9670343137254902,0.9016393442622951,0.90625,0.8870967741935484,0.9166666666666666,0.06774061000762513,0.06065554768056995
32,orig_quality_pa,Original: Quality + PA,371,128,0.1,None,0.9629901960784314,0.9016393442622951,0.90625,0.8870967741935484,0.9166666666666666,0.06576166062887277,0.06014145441806569
32,compressed,Compressed Derived,371,128,0.1,None,0.9622549019607843,0.9016393442622951,0.90625,0.8870967741935484,0.9166666666666666,0.06576131836327975,0.06317805746490829
32,enhanced,Compressed + Interaction,371,128,0.1,None,0.9610294117647058,0.9016393442622951,0.90625,0.8870967741935484,0.9166666666666666,0.06742704052547618,0.05013262407343266
33,orig_quality_hr,Original: Quality + HR,364,156,0.1,None,0.9500943396226414,0.8823529411764706,0.9230769230769231,0.8653846153846154,0.9,0.06603507144145111,0.04309458470617679
33,orig_sleep_pa,Original: Sleep + PA,364,156,0.1,None,0.9416037735849057,0.8823529411764706,0.9230769230769231,0.8653846153846154,0.9,0.0688545370167817,0.047473392172684675
33,orig_sleep_hr,Original: Sleep + HR,364,156,0.1,None,0.944056603773585,0.8823529411764706,0.9230769230769231,0.8653846153846154,0.9,0.06858793513935997,0.053186998135299486
33,orig_quality_pa,Original: Quality + PA,364,156,0.1,None,0.9510377358490566,0.8823529411764706,0.9230769230769231,0.8653846153846154,0.9,0.06642603099306636,0.037233731621478944
33,compressed,Compressed Derived,364,156,0.1,None,0.9469811320754716,0.8823529411764706,0.9230769230769231,0.8653846153846154,0.9,0.06644018489866135,0.051611273172869454
33,enhanced,Compressed + Interaction,364,156,0.1,balanced,0.9469811320754717,0.8823529411764706,0.9230769230769231,0.8653846153846154,0.9,0.06892877819479502,0.06106598294952914
34,orig_quality_hr,Original: Quality + HR,358,140,1.0,None,0.9140826873385012,0.9158878504672897,0.9357142857142857,0.9245283018867925,0.9074074074074074,0.07011349916791276,0.05288524318257452
34,orig_sleep_pa,Original: Sleep + PA,358,140,1.0,balanced,0.914944013781223,0.8909090909090909,0.9142857142857143,0.875,0.9074074074074074,0.08063701643920512,0.09912092740261655
34,orig_sleep_hr,Original: Sleep + HR,358,140,10.0,balanced,0.9188199827734711,0.9074074074074074,0.9285714285714286,0.9074074074074074,0.9074074074074074,0.07406041398552628,0.06565469274548735
34,orig_quality_pa,Original: Quality + PA,358,140,1.0,None,0.9106373815676141,0.9158878504672897,0.9357142857142857,0.9245283018867925,0.9074074074074074,0.07066043037589265,0.049227296631589756
34,compressed,Compressed Derived,358,140,0.1,balanced,0.9175279931093884,0.875,0.9,0.8448275862068966,0.9074074074074074,0.07800673970527269,0.07947644651698492
34,enhanced,Compressed + Interaction,358,140,0.1,balanced,0.9162360034453056,0.875,0.9,0.8448275862068966,0.9074074074074074,0.07977410436632765,0.07358795478035228
35,orig_quality_hr,Original: Quality + HR,315,183,1.0,balanced,0.9168742216687422,0.8671328671328671,0.8961748633879781,0.8857142857142857,0.8493150684931506,0.09073365879874307,0.06676091554013286
35,orig_sleep_pa,Original: Sleep + PA,315,183,0.1,None,0.9220423412204234,0.8827586206896552,0.907103825136612,0.8888888888888888,0.8767123287671232,0.08631847483169232,0.03741507646020832
35,orig_sleep_hr,Original: Sleep + HR,315,183,0.1,None,0.9181818181818182,0.8827586206896552,0.907103825136612,0.8888888888888888,0.8767123287671232,0.08457760564632222,0.034208773080826954
35,orig_quality_pa,Original: Quality + PA,315,183,0.1,None,0.9238480697384808,0.8671328671328671,0.8961748633879781,0.8857142857142857,0.8493150684931506,0.08610697390457196,0.03353808605146261
35,compressed,Compressed Derived,315,183,0.1,None,0.9245952677459528,0.8827586206896552,0.907103825136612,0.8888888888888888,0.8767123287671232,0.08583904054593665,0.03109989000965906
35,enhanced,Compressed + Interaction,315,183,0.1,None,0.9221046077210461,0.8827586206896552,0.907103825136612,0.8888888888888888,0.8767123287671232,0.08618195286368316,0.04218492041272657
36,orig_quality_hr,Original: Quality + HR,379,120,1.0,None,0.9123330491616937,0.8932038834951457,0.9083333333333333,0.8846153846153846,0.9019607843137255,0.08579615540551824,0.05155794037113731
36,orig_sleep_pa,Original: Sleep + PA,379,120,1.0,None,0.9192952543336175,0.8627450980392157,0.8833333333333333,0.8627450980392157,0.8627450980392157,0.09890256780058705,0.0661554634387016
36,orig_sleep_hr,Original: Sleep + HR,379,120,0.1,None,0.9113384484228474,0.8627450980392157,0.8833333333333333,0.8627450980392157,0.8627450980392157,0.09863028384402847,0.043921853441555025
36,orig_quality_pa,Original: Quality + PA,379,120,1.0,None,0.9234157431088378,0.8932038834951457,0.9083333333333333,0.8846153846153846,0.9019607843137255,0.08549791854717946,0.06682883344201226
36,compressed,Compressed Derived,379,120,0.1,None,0.9099175902244956,0.8846153846153846,0.9,0.8679245283018868,0.9019607843137255,0.09477691896908522,0.053967345327101054
36,enhanced,Compressed + Interaction,379,120,0.1,None,0.9099175902244956,0.8627450980392157,0.8833333333333333,0.8627450980392157,0.8627450980392157,0.0944440157330397,0.047461094673258444
37,orig_quality_hr,Original: Quality + HR,399,122,1.0,None,0.93006993006993,0.898876404494382,0.9262295081967213,0.8888888888888888,0.9090909090909091,0.06640403692820782,0.05435116644349283
37,orig_sleep_pa,Original: Sleep + PA,399,122,0.1,None,0.9224941724941724,0.8735632183908046,0.9098360655737705,0.8837209302325582,0.8636363636363636,0.07554660513525273,0.04473386812171859
37,orig_sleep_hr,Original: Sleep + HR,399,122,0.1,None,0.9184149184149184,0.8735632183908046,0.9098360655737705,0.8837209302325582,0.8636363636363636,0.07594480554906767,0.03854440801593907
37,orig_quality_pa,Original: Quality + PA,399,122,0.1,None,0.9277389277389276,0.8735632183908046,0.9098360655737705,0.8837209302325582,0.8636363636363636,0.07058110922253508,0.046900164900348616
37,compressed,Compressed Derived,399,122,0.1,None,0.9233682983682983,0.8735632183908046,0.9098360655737705,0.8837209302325582,0.8636363636363636,0.07306739701413187,0.047337564745301555
37,enhanced,Compressed + Interaction,399,122,0.1,None,0.9227855477855478,0.8735632183908046,0.9098360655737705,0.8837209302325582,0.8636363636363636,0.07363592933364851,0.04414949629681214
38,orig_quality_hr,Original: Quality + HR,364,119,1.0,balanced,0.9294871794871795,0.8333333333333334,0.9327731092436975,0.9090909090909091,0.7692307692307693,0.05709763620073011,0.04913181549317058
38,orig_sleep_pa,Original: Sleep + PA,364,119,0.1,balanced,0.9098428453267163,0.8333333333333334,0.9327731092436975,0.9090909090909091,0.7692307692307693,0.06917660335868983,0.05462746406992931
38,orig_sleep_hr,Original: Sleep + HR,364,119,0.1,balanced,0.93424317617866,0.8333333333333334,0.9327731092436975,0.9090909090909091,0.7692307692307693,0.06623264139330351,0.04936210911908426
38,orig_quality_pa,Original: Quality + PA,364,119,1.0,balanced,0.9299007444168735,0.851063829787234,0.9411764705882353,0.9523809523809523,0.7692307692307693,0.05729423321036365,0.05342934312671303
38,compressed,Compressed Derived,364,119,0.1,None,0.9253515301902399,0.8333333333333334,0.9327731092436975,0.9090909090909091,0.7692307692307693,0.0651363050037036,0.07599504606875744
38,enhanced,Compressed + Interaction,364,119,0.1,None,0.9092224979321754,0.8333333333333334,0.9327731092436975,0.9090909090909091,0.7692307692307693,0.0644079215827518,0.06462396230058662
39,orig_quality_hr,Original: Quality + HR,422,130,1.0,balanced,0.918615984405458,0.9142857142857143,0.9307692307692308,0.9411764705882353,0.8888888888888888,0.0673628918236342,0.06801818316359885
39,orig_sleep_pa,Original: Sleep + PA,422,130,0.1,balanced,0.9247076023391813,0.9056603773584906,0.9230769230769231,0.9230769230769231,0.8888888888888888,0.07021579270161447,0.054133325379010784
39,orig_sleep_hr,Original: Sleep + HR,422,130,0.1,balanced,0.9259259259259258,0.9056603773584906,0.9230769230769231,0.9230769230769231,0.8888888888888888,0.07233858576161468,0.054111159406510845
39,orig_quality_pa,Original: Quality + PA,422,130,1.0,balanced,0.9208089668615984,0.9230769230769231,0.9384615384615385,0.96,0.8888888888888888,0.06644666231464395,0.07340989243147092
39,compressed,Compressed Derived,422,130,1.0,balanced,0.9193469785575048,0.9230769230769231,0.9384615384615385,0.96,0.8888888888888888,0.06469976024788704,0.05999277335309129
39,enhanced,Compressed + Interaction,422,130,0.1,balanced,0.9222709551656919,0.9056603773584906,0.9230769230769231,0.9230769230769231,0.8888888888888888,0.07031112039214296,0.06663524621343092
40,orig_quality_hr,Original: Quality + HR,351,158,0.1,None,0.9480310968396146,0.8907563025210085,0.9177215189873418,0.9137931034482759,0.8688524590163934,0.07185380194747093,0.0253228939235397
40,orig_sleep_pa,Original: Sleep + PA,351,158,0.1,None,0.9357782660131824,0.8907563025210085,0.9177215189873418,0.9137931034482759,0.8688524590163934,0.07662462794940668,0.03169260528860398
40,orig_sleep_hr,Original: Sleep + HR,351,158,0.1,balanced,0.9455805306743282,0.8907563025210085,0.9177215189873418,0.9137931034482759,0.8688524590163934,0.07355393357480526,0.04934468617805658
40,orig_quality_pa,Original: Quality + PA,351,158,0.1,None,0.9465100557715058,0.8907563025210085,0.9177215189873418,0.9137931034482759,0.8688524590163934,0.07275153158604744,0.032271823270683765
40,compressed,Compressed Derived,351,158,0.1,balanced,0.9498056447524083,0.8907563025210085,0.9177215189873418,0.9137931034482759,0.8688524590163934,0.07163746012533666,0.03448434136524036
